cnpj_basico;cnpj;bairro;nome_fantasia;id_municipio;cep;cidade;sigla_uf;centroide;bairro
17256512;1,72565E+13;SANTA TEREZINHA;;3106200;31365000;Belo Horizonte;MG;POINT(-44.0025094 -19.8713975);Santa Terezinha
17256512;1,72565E+13;CENTRO;;3170701;37006000;Varginha;MG;POINT(-45.4370925 -21.565847);Centro
17256512;1,72565E+13;SANTA EFIGENIA;;3106200;30260100;Belo Horizonte;MG;POINT(-43.9126421 -19.9194359);Santa Efigenia
17256512;1,72565E+13;SANTA EFIGENIA;;3106200;30110013;Belo Horizonte;MG;POINT(-43.9464643 -19.9177246);Santa Efigenia
17256512;1,72565E+13;BARRO PRETO;;3106200;30190052;Belo Horizonte;MG;POINT(-43.9473991 -19.920909);Barro Preto
17256512;1,72565E+13;SANTA EFIGENIA;;3106200;30110008;Belo Horizonte;MG;POINT(-43.9274783 -19.9159963);Santa Efigenia
17256512;1,72565E+13;CENTRO;;3162500;36300002;São João Del Rei;MG;POINT(-44.2547943 -21.1313454);Centro
17256512;1,72565E+13;SANTA EFIGENIA;;3106200;30260070;Belo Horizonte;MG;POINT(-43.9216395 -19.9196611);Santa Efigenia
17256512;1,72565E+13;SANTA HELENA (BARREIRO);;3106200;30644000;Belo Horizonte;MG;POINT(-44.0067549 -19.982435);Santa Helena (Barreiro)
17256512;1,72565E+13;SANTA LUCIA;;3106200;30360670;Belo Horizonte;MG;POINT(-43.9542203 -19.9657017);Santa Lucia
17256512;1,72565E+13;CENTRO;;3137601;33400000;Lagoa Santa;MG;POINT(-43.8983031 -19.6303019);Centro
17256512;1,72565E+13;CENTRO;;3156700;34505820;Sabará;MG;POINT(-43.8116334 -19.8910575);Centro
17256512;1,72565E+13;CENTRO;;3167202;35700017;Sete Lagoas;MG;POINT(-44.2415424 -19.46448);Centro
17256512;1,72565E+13;SANTA MARIA;;3118601;32240180;Contagem;MG;POINT(-44.0448337 -19.9717373);Santa Maria
17256512;1,72565E+13;SANTA LUCIA;;3106200;30320055;Belo Horizonte;MG;POINT(-43.9447318 -19.9616048);Santa Lucia
17256512;1,72565E+13;SERRA VERDE;;3106200;31630000;Belo Horizonte;MG;POINT(-43.9562753 -19.7994425);Serra Verde
17256512;1,72565E+13;CENTRO;;3122306;35500011;Divinópolis;MG;POINT(-44.8916109 -20.1418289);Centro
17256512;1,72565E+13;ESTORIL;;3106200;30455610;Belo Horizonte;MG;POINT(-43.9624017 -19.9675191);Estoril
17256512;1,72565E+13;BARREIRO;;3106200;30640070;Belo Horizonte;MG;POINT(-44.022189 -19.9749828);Barreiro
17256512;1,72565E+13;SANTA LUCIA;;3106200;30360240;Belo Horizonte;MG;POINT(-43.9517071 -19.9673855);Santa Lucia
17256512;1,72565E+13;SANTA MONICA;;3106200;31565312;Belo Horizonte;MG;POINT(-43.9696484 -19.8280869);Santa Monica
17256512;1,72565E+13;SILVEIRA;DROGARIA ARAUJO S/A;3106200;31140505;Belo Horizonte;MG;POINT(-43.9286196 -19.8917121);Silveira
17256512;1,72565E+13;SANTO ANTONIO;;3106200;30330160;Belo Horizonte;MG;POINT(-43.9387248 -19.9445555);Santo Antonio
17256512;1,72565E+13;SANTO ANTONIO;;3106200;30110035;Belo Horizonte;MG;POINT(-43.9251869 -19.9354311);Santo Antonio
17256512;1,72565E+13;CENTRO;DROGARIA ARAUJO S/A;3105608;36200074;Barbacena;MG;POINT(-43.7727508 -21.2229415);Centro
17256512;1,72565E+13;CENTRO;;3106200;30130000;Belo Horizonte;MG;POINT(-43.9304875 -19.9323846);Centro
17256512;1,72565E+13;LOURDES;;3106200;30170135;Belo Horizonte;MG;POINT(-43.9429171 -19.9297712);Lourdes
17256512;1,72565E+13;SAO BENEDITO;;3157807;33110580;Santa Luzia;MG;POINT(-43.9193886 -19.7866674);Sao Benedito
17256512;1,72565E+13;SAO BENTO;;3106200;30350330;Belo Horizonte;MG;POINT(-43.9492291 -19.9539199);Sao Bento
17256512;1,72565E+13;SAO FRANCISCO;;3106200;31255234;Belo Horizonte;MG;POINT(-43.953231 -19.8762083);Sao Francisco
17256512;1,72565E+13;BARREIRO;;3106200;30640080;Belo Horizonte;MG;POINT(-44.0159862 -19.9746338);Barreiro
17256512;1,72565E+13;SAO GABRIEL;;3106200;31980380;Belo Horizonte;MG;POINT(-43.915163 -19.8548643);Sao Gabriel
17256512;1,72565E+13;BOA VISTA;;3148004;38705166;Patos de Minas;MG;POINT(-46.5220724 -18.5960853);Boa Vista
17256512;1,72565E+13;SAO GERALDO;;3106200;31060435;Belo Horizonte;MG;POINT(-43.9026529 -19.8969518);Sao Geraldo
17256512;1,72565E+13;GUANABARA;;3118601;32145480;Contagem;MG;POINT(-44.0395042 -19.9169802);Guanabara
17256512;1,72565E+13;SAO JOAO;;3106705;32655505;Betim;MG;POINT(-44.1696766 -19.9639336);Sao Joao
17256512;1,72565E+13;CENTRO;;3107406;35600000;Bom Despacho;MG;POINT(-45.2541849 -19.7405507);Centro
17256512;1,72565E+13;CENTRO;;3106705;32600212;Betim;MG;POINT(-44.1978598 -19.9687345);Centro
17256512;1,72565E+13;LOURDES;;3106200;30110044;Belo Horizonte;MG;POINT(-43.947164 -19.9352475);Lourdes
17256512;1,72565E+13;SAO JOAO BATISTA;;3106200;31520100;Belo Horizonte;MG;POINT(-43.9639071 -19.8232291);Sao Joao Batista
17256512;1,72565E+13;ARAGUAIA;;3106200;30644100;Belo Horizonte;MG;POINT(-44.0095517 -19.997109);Araguaia
17256512;1,72565E+13;CENTRO;;3169901;36500090;Ubá;MG;POINT(-42.9574399 -21.1069298);Centro
17256512;1,72565E+13;SANTO AGOSTINHO;;3106200;30190111;Belo Horizonte;MG;POINT(-43.950779 -19.9282628);Santo Agostinho
17256512;1,72565E+13;SAO JOAO BATISTA;;3157807;33030000;Santa Luzia;MG;POINT(-43.8724234 -19.7694309);Sao Joao Batista
17256512;1,72565E+13;SERRA VERDE;;3106200;31630900;Belo Horizonte;MG;POINT(-43.9501679 -19.8037189);Serra Verde
17256512;1,72565E+13;SAO JOAQUIM;;3118601;32113000;Contagem;MG;POINT(-44.0257197 -19.8791374);#N/D
17256512;1,72565E+13;CENTRO;;3145208;35519000;Nova Serrana;MG;POINT(-44.9850828 -19.8717775);Centro
17256512;1,72565E+13;CENTRO;;3104007;38183244;Araxá;MG;POINT(-46.9401187 -19.602273);Centro
17256512;1,72565E+13;CENTRO;;3106200;30160043;Belo Horizonte;MG;POINT(-43.9389731 -19.9203296);Centro
17256512;1,72565E+13;SAO JOAQUIM;;3118601;32113080;Contagem;MG;POINT(-44.0230406 -19.8801226);#N/D
17256512;1,72565E+13;CARMO;;3106200;30310750;Belo Horizonte;MG;POINT(-43.9320654 -19.946751);Carmo
17256512;1,72565E+13;CENTRO;;3170701;37002140;Varginha;MG;POINT(-45.4403259 -21.5571937);Centro
17256512;1,72565E+13;SAO JOSE;;3122306;35501170;Divinópolis;MG;POINT(-44.9067023 -20.1637066);Sao Jose
17256512;1,72565E+13;SAO JOSE;;3106200;31275000;Belo Horizonte;MG;POINT(-43.967663 -19.8621566);Sao Jose
17256512;1,72565E+13;SAO LUIZ;;3106200;31310000;Belo Horizonte;MG;POINT(-43.9761671 -19.8671107);Sao LuIz
17256512;1,72565E+13;JARDIM LEBLON;;3106200;31540500;Belo Horizonte;MG;POINT(-43.9879638 -19.8322313);Jardim Leblon
17256512;1,72565E+13;SAO LUIZ;;3106200;31275260;Belo Horizonte;MG;POINT(-43.9639807 -19.8531021);Sao LuIz
17256512;1,72565E+13;SAO MATEUS;;3136702;36025290;Juiz de Fora;MG;POINT(-43.351895 -21.7710645);#N/D
17256512;1,72565E+13;SAO PEDRO;;3136702;36037000;Juiz de Fora;MG;POINT(-43.377978 -21.7725167);Sao Pedro
17256512;1,72565E+13;BARREIRO;;3106200;30640080;Belo Horizonte;MG;POINT(-44.0159862 -19.9746338);Barreiro
17256512;1,72565E+13;SAO SEBASTIAO;;3105608;36202336;Barbacena;MG;POINT(-43.7732495 -21.2180123);Sao Sebastiao
17256512;1,72565E+13;SAUDADE - BOM JESUS;;3152501;37553442;Pouso Alegre;MG;POINT(-45.9287598 -22.2250754);#N/D
17256512;1,72565E+13;SEDE;;3118601;32013650;Contagem;MG;POINT(-44.0861712 -19.9225236);#N/D
17256512;1,72565E+13;CENTRO;;3131901;35450000;Itabirito;MG;POINT(-43.8099758 -20.2706236);Centro
17256512;1,72565E+13;CENTRO;;3106705;32670005;Betim;MG;POINT(-44.2161212 -19.9666666);Centro
17256512;1,72565E+13;UNIAO;;3106200;31170570;Belo Horizonte;MG;POINT(-43.9217243 -19.8831984);Uniao
17256512;1,72565E+13;SION;;3106200;30310300;Belo Horizonte;MG;POINT(-43.9311789 -19.9535612);Sion
17256512;1,72565E+13;HORTO;;3106200;31015015;Belo Horizonte;MG;POINT(-43.9201653 -19.9115362);Horto
17256512;1,72565E+13;VALE DO JATOBA;;3106200;30664792;Belo Horizonte;MG;POINT(-44.0358546 -20.0007811);Vale do Jatoba
17256512;1,72565E+13;VALE DO SERENO;;3144805;34000001;Nova Lima;MG;POINT(-43.8582364 -19.981906);#N/D
17256512;1,72565E+13;VALE VERDE;;3154606;33820565;Ribeirão das Neves;MG;POINT(-44.1346932 -19.7753025);#N/D
17256512;1,72565E+13;VILA CLORIS;;3106200;31744007;Belo Horizonte;MG;POINT(-43.9404857 -19.8347579);Vila Cloris
17256512;1,72565E+13;CENTRO;;3171204;33200000;Vespasiano;MG;POINT(-43.9243123 -19.688806);Centro
17256512;1,72565E+13;VILA CRISTINA;;3106705;32675864;Betim;MG;POINT(-44.1286646 -19.943259);#N/D
17256512;1,72565E+13;CENTRO;;3149309;33600000;Pedro Leopoldo;MG;POINT(-44.0406592 -19.6188994);Centro
17256512;1,72565E+13;CENTRO;;3106200;30160030;Belo Horizonte;MG;POINT(-43.9377618 -19.9210771);Centro
17256512;1,72565E+13;VILA DA SERRA;;3144805;34000001;Nova Lima;MG;POINT(-43.8582364 -19.981906);#N/D
17256512;1,72565E+13;VILA DA SERRA;;3144805;34000001;Nova Lima;MG;POINT(-43.8582364 -19.981906);#N/D
17256512;1,72565E+13;CIDADE NOVA;;3106200;31170024;Belo Horizonte;MG;POINT(-43.9287313 -19.8913223);Cidade Nova
17256512;1,72565E+13;CENTRO;;3106200;30160010;Belo Horizonte;MG;POINT(-43.9364438 -19.9211643);Centro
17256512;1,72565E+13;CENTRO;;3157807;33010200;Santa Luzia;MG;POINT(-43.8615554 -19.7667062);Centro
17256512;1,72565E+13;LOURDES;;3106200;30160012;Belo Horizonte;MG;POINT(-43.9391973 -19.9312133);Lourdes
17256512;1,72565E+13;MARIA HELENA;;3106200;31660000;Belo Horizonte;MG;POINT(-43.970272 -19.8075877);Maria Helena
17256512;1,72565E+13;VILA ITACOLIMI;;3146107;35400000;Ouro Preto;MG;POINT(-43.5035777 -20.3855743);#N/D
17256512;1,72565E+13;CENTRO;;3120904;35790000;Curvelo;MG;POINT(-44.4306685 -18.753199);Centro
17256512;1,72565E+13;CENTRO;;3119401;35170111;Coronel Fabriciano;MG;POINT(-42.6256726 -19.5247888);Centro
17256512;1,72565E+13;CENTRO;;3136702;36036000;Juiz de Fora;MG;POINT(-43.3539775 -21.7513759);Centro
17256512;1,72565E+13;VILA NOVA VISTA;;3156700;34710000;Sabará;MG;POINT(-43.9056523 -19.8876278);#N/D
17256512;1,72565E+13;ESTORIL;;3106200;30494080;Belo Horizonte;MG;POINT(-43.9636345 -19.9627312);Estoril
17256512;1,72565E+13;VILA PINHEIROS;;3129806;32400001;Ibirité;MG;POINT(-44.0570248 -20.0310675);#N/D
17256512;1,72565E+13;PRADO;;3106200;30110067;Belo Horizonte;MG;POINT(-43.9578759 -19.9240673);Prado
17256512;1,72565E+13;GUTIERREZ;;3106200;30441018;Belo Horizonte;MG;POINT(-43.9588864 -19.9321901);Gutierrez
17256512;1,72565E+13;VISCONDE DO RIO BRANCO;;3106200;31535000;Belo Horizonte;MG;POINT(-43.9812882 -19.8191453);VISCONDE DO RIO BRANCO
